answers
bool,yes,yeah,y,Ya,yess,hm
bool,No,Nah,Nope,N,No thanks,Not now,Not today,not,naw
gender,male
indian,kamlesh kumar urf sonu s/o harish
indian,megharaj kirad
indian,yogesh chandra joshi
indian,bada ahari
indian,anil singh kushwah
indian,dama  rajanna
indian,asrf
indian,stephen topo
indian,aajiv
indian,mohd. gulzar
indian,anil @ taini
indian,ashad madik
indian,shri  aladeen
indian,shri ratan lal
indian,pappe das
indian,sh amrik singh
indian,narender saini
indian,surgyan
indian,sanjay kumar tripathi
indian,paratibha
indian,munna kumar @ pankaj
indian,shivam avwsthi
indian,said mohmad
indian,harish sharma
indian,sagir ahmad
indian,nitin @ bhura
indian,mohd suleman
indian,dinesh tyagi
indian,tejpal
indian,chintan saini
indian,parvej
indian,rajiv goyal
indian,pankaj mishra
indian,kishor rai
indian,santosh kumar dube
indian,sumer malik
indian,dhananjai
indian,pradep
indian,ranjit singh
indian,sachin singh
indian,sakcham
indian,manish ( with daughter purwa 7 years )
indian,abdul rahuf
indian,tanmay
indian,sanchit mittal
indian,raj kumar choudhry
indian,sufian
indian,anjani kumar
indian,revndrshing
indian,rajnish dev
indian,parvez
indian,madan mohan meena
indian,ankur baliyan
indian,roopsingh
indian,mukesh bluni
indian,hawa singh
indian,neeraj sahgal
indian,samon
indian,balraj singh
indian,pankaj chaudhary
indian,dildar khan
indian,yogesh chahar
indian,pankaj jina
indian,mannulal
indian,govind patel
indian,bacche singh
indian,pransis kallu
indian,samim @ sonu
indian,ramvir
indian,aakash kumar
indian,rajesh gupta
indian,मुकेश
indian,inkoo
indian,vishal chaudhary
indian,amit kumar nagliya
indian,sukhdev prasad
indian,sunil chopra
indian,navnit garg
indian,surindera rajpal
indian,nrotam dat
indian,anil @ arvind
indian,hukma ram
indian,kirpa sankar
indian,ram charan
indian,sadod ali
indian,hardeep
indian,mohd zaki
indian,harbhajan singh
indian,faimuddin
indian,vikash arora
indian,naulakh
indian,dharm pal s/o nawal singh
indian,rajna
indian,omi
indian,babul al
indian,chotan
indian,chander shekar
indian,suraj hajara
indian,abdul hamid
indian,md. asif @ sahil @ ashu
indian,ashok pandey
indian,shadab ali
indian,ijhar khan @ golu
indian,sunil chauhan
indian,banty
indian,bal kishan @ bunty
indian,rameshwar kumar
indian,subham
indian,sumender pradhan
indian,rajend
indian,yogendra
indian,kundan singh
indian,tej pal singh
indian,amit kumar @ mona
indian,sajju
indian,jabir
indian,ashok pal
indian,akil@sonu
indian,vijay singhal
indian,arif hussain
indian,rai singh
indian,mangol jao singh
indian,rehaan
indian,shashi pandit
indian,sachin kumar sharma
indian,sunil uref gouradhan jat
indian,ramesh ram
indian,bhauk tyagi
indian,yeshpal
indian,md aariv
indian,rajat kumar
indian,ramkumari devi
indian,rakesh sharma
indian,mamraj sharma s/o genda lal sharma
indian,momin kureshi
indian,harender singh
indian,mool chand
indian,prakesh gupta
indian,inderjeet @ munna
indian,mandeep kumar
indian,raju gupta
indian,ram bhajan
indian,kumari archana chauhan
indian,neeraj singh
indian,ujir khan
indian,prince verma
indian,parbhudayal
indian,govind bari @ goma
indian,mohd zaid
indian,fida hussain @monu
indian,sukar yadav
indian,vicky @ gaggi
indian,mohd. aslam
indian,shyam kishn
indian,riyajudin
indian,yogendr
indian,anash
indian,sonu pandey
indian,sukhbir singh
indian,katwa
indian,shiv charan
indian,shubham
indian,sudhir kumar
indian,sukhdev singh
indian,pavan kumar sharma
indian,chettan
indian,raj karan
indian,pushpendr
indian,rakesh  gupta
indian,kishan yadav
indian,harsh singh bisht
indian,akansh anand
indian,joholal soren
indian,naresh semwal
indian,ramesh babu
indian,vikash pandy
indian,gopiram atal
indian,nitin  or rohit
indian,jawed ahmad
indian,ameer divan
indian,constable  sanjai kumar
indian,amrit
indian,aaftab aslam
indian,ashish yadav
indian,anoop singh patwal
indian,sunil garg
indian,mnoj sethi
indian,atul jalan
indian,jisaan
indian,rati pal
indian,pawan jangir
indian,ravindra singh kandari
indian,ravindr
indian,newal kishor
indian,lehru lal
indian,lali
indian,irshad @ sameer
indian,mohad islam
indian,nitin gupta
indian,vikash mirdha
indian,aaenab sheikh
indian,sanjay handda
indian,jahgeer
indian,lakshya sharma
indian,luv kumar @ tony
indian,sarabjeet singh
indian,kamaldeep
indian,mandu ram
indian,sehnawaj
indian,sh. bharu singh
indian,"tek chand s/o nanu ram r/o h.no.105, 3rd floor, pk"
indian,akash lal
indian,ramesh chand tirvedi
indian,priti
indian,bhura khan
indian,munder lal
indian,taufik alam
indian,sugai vishwas
indian,majid ansari
indian,amar nath
indian,selva raj
indian,sunil kumar @ bunty
indian,suresh chand
indian,sukhavinder singh
indian,rishabh kumar
indian,kiran kumar
indian,sukhbeer singh
indian,lakh ram
indian,bhojaram
indian,vijendar
indian,tushar bansal
indian,kunj bihari
indian,mustak ahmed
indian,deepak @ lucky
indian,nadir
indian,sajid ali
indian,nasim
indian,shri gyan chnad
indian,prmod paswan
indian,satan choudhary
indian,aryan
indian,kaluram saini
indian,phool kuwar @ mangal singh
indian,harishen @ munna
indian,mohamad awar
indian,shyam pratap singh @ happy
indian,moshin raza
indian,deepu kumar
indian,mohd. salim
indian,heera lal
indian,mubashir ali
indian,sarik
indian,kishor negi
indian,beragi singh
indian,aanad prkash goyal
indian,ravi swarnkar
indian,sandee[
indian,khalid
indian,sanpat
indian,parveen suyal
indian,kishan sharma
indian,bisto
indian,siraj
indian,pitar topo
indian,shelesh
indian,rasab
indian,banwarilal
indian,rajendra pal
indian,sohan singh urf rupsingh
indian,dakshina murthi
indian,naveen joshi
indian,sujata
indian,fhaishal amahad
indian,sandeep  tomar
indian,bitto
indian,pankaj malik
indian,sidhant tomar
indian,rajat kuamr
indian,farjand
indian,naroo orf narayan
indian,rishaw
indian,brijpal pal
indian,mohit chaudhary
indian,ahmad
indian,tulsiram
indian,aman mandal
indian,varun bansal
indian,md aalam
indian,sanjay sharma
indian,manmath nayak
indian,ravinder mandal
indian,rahul dubey
indian,bhagipuri
indian,shankar malhotra
indian,vishal rastogi
indian,lokender
indian,nikhil yadav
indian,bhupen dawara
indian,garib das
indian,bhuneshwar
indian,sudhir
indian,parsuram prasad
indian,sahab singh
indian,babuddin
indian,kuldeep kukreti
indian,rakesh yadav @ jony
indian,prem singh negi
indian,thakur das
indian,paramjeet s/o ishaklal
indian,deepak ahalawat
indian,mohd .nimat
indian,mehandi hasan
indian,dhanraj sharma
indian,abdul
indian,sarjeet
indian,satish chandra
indian,mukul tiwari
indian,siddharth
indian,rajkumar @ raju
indian,navjoot
indian,mahendra kumar
indian,mohd. arif
indian,satish@moolchand@baba
indian,bobbi
indian,gyan prakash
indian,rahim
indian,sanjay @ sanju
indian,mujibu rehman
indian,rajender prasad
indian,नीरज गुप
indian,anand chauhan
indian,bhola yadav
indian,dhiraj singh
indian,biru ram
indian,rajendra  pandey
indian,ramkish
indian,narendera
indian,munnu
indian,dhirender
indian,ankur sharma
indian,taushif raza
indian,raj kishore
indian,manish sasodiya
indian,surendar
indian,chetan porwal
indian,teekam
indian,deepak yadav
indian,mohit agnihothri
indian,banshi
indian,dhisa ram
indian,rattan kumar
indian,sishpal
indian,dhurender singh
indian,harpreet yadav
indian,ramnath @ rahul
indian,sudarshan
indian,anjeev kumar jain
indian,yash garg
indian,devik jain @ chikku
indian,sunil gupta
indian,rukshan
indian,dharm singh
indian,raud ali
indian,vikash atwal
indian,sanjai sharma
indian,rahish
indian,raju @ budh bahadur
indian,shiva singhal
indian,munshi lal
indian,surender nath saini
indian,kashi nath singh
indian,boduram
indian,dhurve singh
indian,krishan dass
indian,ankur
indian,rakesh tyagi
indian,mangal singh
indian,ramphal
indian,nagender @ shambhu
indian,ghasiram koli
indian,ravi parkash@ papan
indian,venkatswaran rama swamy
indian,soni prasad
indian,sehbaj khan
indian,jedu
indian,sh tejpal singh
indian,sh ramnarayan
indian,dheeraj joshi
indian,sultan singh
indian,rupak kanti dass
indian,keshav kumar
indian,wasimuddin
indian,mahesh jatav
indian,umesh patidar
indian,nasiar khan
indian,dilsad
indian,mhendar singh
indian,jaspal
indian,ravi ram
indian,satish kumar jangid
indian,hemraj
indian,afjal ali
indian,p.kamesh
indian,sandeep  kummer
indian,mahfooz
indian,somesh
indian,sateesh
indian,ramu @ ramesh
indian,mohd saddam
indian,ranju sharma
indian,amar thuruwasn ganeshwaran
indian,bhushan
indian,hitesh
indian,jakir
indian,surinder kumar
indian,tarun suyal
indian,ram lal
indian,kanwar sain
indian,narsingh pal
indian,lakhmi chand
indian,rubal khurana
indian,sujan s/o rajesh
indian,amit sharma s/o- late. dev sharma
indian,mohan lal sharma
indian,alaudin
indian,nasir husain
indian,khangara ram
indian,madan mohan lal
indian,najimuddin
indian,sita saran
indian,harmani
indian,mamu ram
indian,alok yadav
indian,manjar alam
indian,manish sharma
indian,vidyadatt josi
indian,ashwani kumar
indian,leela ram @ bablu
indian,heeralal sahu
indian,mukesh @ chotu
indian,ram ashre
indian,ram sunder
indian,abhishek singh
indian,abdul karim @ saifi
indian,aman @ lilu
indian,manish kandlr
indian,prince @ pungari
indian,raghubir singh fauji
indian,kishan chand joshi
indian,birajpal singh
indian,naman @ bobbi
indian,sundar singh
indian,ram kishor
indian,subato mukherjee
indian,sukhbir
indian,ct devesh kumar
indian,monu gambhir
indian,ashish semwal
indian,veerpal
indian,hemant kumar
indian,mehphal singh
indian,pankaj @ parveen
indian,zanmi
indian,radheshyam
indian,puran chand joshi
indian,abhay @ kamaljeet
indian,abdul jhabbar
indian,ravi lohni
indian,prashant mishra
indian,ramniwas jat
indian,jawahar lal mittal
indian,ram nath yadav
indian,netra pal singh
indian,ravinder @ rinku
indian,sabir
indian,sumer chand @ sona
indian,ravi raj singh
indian,gagan
indian,nitin@ babu
indian,sitaram pal
indian,gafur
indian,ashiya @ munni
indian,vipin s/o virpal
indian,ashraf
indian,chitu @ chinku
indian,satyaprakash
indian,naseem khan
indian,manjit
indian,parveen  kumat saini
indian,"monu ,nanki"
indian,gaurav aggarwal
indian,visham
indian,razi
indian,arvind bhardwaj
indian,shahjad
indian,hanumanram
indian,manvendra singh @ tiger
indian,sh vinod kumar
indian,mohd kaim
indian,kamla pardad
indian,ram uadagar jha
indian,annu @ oliva
indian,prahlad sharma
indian,sinil kumar
indian,chain singh
indian,mohd tausif
indian,chetan yogi
indian,hanif
indian,jitender kumar jha
indian,dharam pal
indian,perdeep
indian,ramesh @ dilwar
indian,vaid prakash
indian,dilshad
indian,devendra singh
indian,ajab singh
indian,chander parkash
indian,nawed
indian,chootu
indian,mandeep
indian,naushad
indian,tanvir
indian,mangeram
indian,santram meena
indian,kalap nath yadav
indian,sudhdev
indian,maksood mohd
indian,md salim
indian,tashnim
indian,ravi rawat
indian,dharmender sahu
indian,ajay choudhary
indian,sameer khanna
indian,shubham urf sonu
indian,ashwini
indian,atul uppel
indian,kartar singh
indian,nishant kumar
indian,ram swaroop
indian,satya sunder pauigrali
indian,homa soji
indian,nizam
indian,n. kumar
indian,gorav chandra
indian,gotam kumar
indian,piyush anand
indian,shadan @arif
indian,parmod kumar pal
indian,sabrajeet @ pappu
indian,abhishek tiwari
indian,sachin gupta
indian,sooraj @ bakhu
indian,subash
indian,visvajeet mandal
indian,puranmal
indian,dimpal
indian,suraj kewat
indian,khajan singh
indian,tameezuddin
indian,subhash sharma
indian,mohd ahmad @ guddu
indian,kumail
indian,pawan rana
indian,mohd. used
indian,jasvant
indian,vikas rajpoot
indian,riyasat
indian,suresh thakur
indian,hakimuddin
indian,saruf
indian,kapiil shah
indian,rambrij
indian,ram varaksh chaoudhary
indian,inderjit
indian,naitik
indian,ramakant
indian,megh singh
indian,vidit tyagi
indian,yogender kumar
indian,haneef
indian,santi
indian,dipanshu soni
indian,velaram
indian,sandeep @ monu
indian,pardeep hemraj
indian,sanjeev verma
indian,dharmender kumar
indian,asi p s mahali
indian,milkhi ram
indian,ramanand ray
indian,sujit kumar jha
indian,amit singh
indian,mahender sharma
indian,sarvan mehto
indian,md kadir
indian,bhola
indian,ibrahim
indian,manmohan kandwal
indian,paramveer urf chintu
indian,avdhesh kumar
indian,pardeep adak
indian,jai parkash @ babu lal
indian,lala ram
indian,mogli
indian,arun kafley
indian,mool chand goyal
indian,rohan singh
indian,muzim shah
indian,manesh chadda
indian,patan dev mehto
indian,shailesh kumar rai
indian,durga singh
indian,seti
indian,biitu tomar
indian,mintu
indian,susanto dass
indian,shakil ahamad
indian,phakir  chand
indian,sanjit kumar
indian,swapam som
indian,surender pal arora
indian,ratwari chaudhary
indian,sri-dwrikaprasad
indian,shankar sharma
indian,sawrn singh
indian,prabhu swaroop
indian,smt. jyoti
indian,lllllllllllllllllll
indian,"soban singh rawat,"
indian,santosh uppadhya
indian,mihir
indian,bhulaee
indian,khamchand
indian,mohd. samsher
indian,vijay bahadur
indian,sakal deep
indian,anil suman
indian,ram sumet
indian,lovly @ ladi
indian,ajay kumar gupta
indian,ramfare yadav
indian,balbeer
indian,rajendar shing
indian,ganpat
indian,sham singh
indian,ombeer
indian,kirshna
indian,umesh chand
indian,asish agarwal
indian,santosh  kumar
indian,guddu mishra
indian,kundan kumar choudhary s/o kedar choudhary r
indian,sunil @ lala
indian,suraj pal
indian,pushpa devi
indian,samad
indian,salinder
indian,khusaboo
indian,ram swroop
indian,md imran
indian,raj dhameja
indian,nitin @neeraj
indian,harsh chawla
indian,wasim @ chira
indian,manish chabra
indian,prem chandra joshi
indian,kanhiya
indian,radat shyam
indian,vijaypal singh
indian,narendra
indian,saurav
indian,asarfi lal
indian,saroz
indian,mukund kumar
indian,kishan soni
indian,surjit singh
indian,latoor
indian,chander singh
indian,badri ram
indian,ravi lakra
indian,ravi kapoor
indian,goruav
indian,devdhari
indian,rajiv madhur gupta
indian,sujeet kumar jha
indian,chotu
indian,davender
indian,sumoranjam
indian,shyam lal chawla
indian,sinder
indian,khalil @ balue
indian,souvik banerjee
indian,shanvaj
indian,durgesh @ omkar
indian,om
indian,vinod chandra upreti
indian,vikash choudhary
indian,praveen @ vinay
indian,pawan kumar shri vastav
indian,tanish
indian,angan singh
indian,bharat bhushan
indian,murad husain
indian,yogendra kumar
indian,beenu
indian,surendera singh
indian,mohan @ hemant kumar
indian,lakshy jain
indian,janmesh
indian,cheete
indian,basant kumar
indian,chintu kumar
indian,rudmal
indian,navin kumar gutam
indian,bhole ram
indian,manoj sachdeva
indian,deepak sagar
indian,pawan kumar chourasiya
indian,subjeet vishavkarma
indian,jitender gupta
indian,vinit verma
indian,girish chand
indian,rakesh deewan @ bittu
indian,kunwar sen
indian,taslim
indian,omeshkumar urf raju meena
indian,ravi kumar s/o ajay kumar
indian,ram awtar
indian,balram @ ballu
indian,samir hasan
indian,bhupender @ rohit
indian,badri lal
indian,om prakash urf uma
indian,sanjay saha
indian,sahajaha
indian,ganesh sanker @ bablu
indian,rumeet kumar
indian,akhilesh bhagat
indian,jaskirat singh@ golfi
indian,sarvesh kumar
indian,prashanat chabra @ deepak chabra
indian,mohd. sajid
indian,kashish sharma
indian,sandeep gupta
indian,mast ram
indian,amrika
indian,mohd akhtar
indian,satu singh
indian,gruchran singh
indian,chaman lal
indian,arun gupta
indian,mohd. saheed
indian,susmata dass
indian,anil raj
indian,sumit chakarwarti
indian,md. shoab
indian,noor mhoomad
indian,megharam meena
indian,deepak tiwari
indian,dhananjay singh
indian,surender bansal
indian,babli
indian,haseem
indian,md sehjan
indian,munna
indian,mohit singh
indian,sanjay bhati
indian,sodan singh
indian,rakesh kumar arora
indian,tilk raj
indian,santosh @ choteylal
indian,gafur @ adrim teli
indian,shri  rajesh kumar
indian,ganesh lal
indian,aswin
indian,zishan
indian,iqubal
indian,surajmal @ sonu
indian,tapan mandal
